id,race_id,event_id,count_date,registered_count,completed_count,active_count,incomplete_count,registered_male_count,registered_female_count,registered_non_binary_count,registered_unspecified_count,group_count,donations_count,donations_total,credentials_used,timing_partner_id
908,184050,998931,"2025-06-03 17:41:12",3,0,3,0,0,0,0,3,0,0,0.00,OiX84NDS...,12
909,184050,998932,"2025-06-03 17:41:12",4,0,4,0,0,0,0,4,0,0,0.00,OiX84NDS...,12
910,184316,1000693,"2025-06-03 17:41:12",50,0,50,0,0,0,0,50,0,0,0.00,OiX84NDS...,12
911,184316,1000694,"2025-06-03 17:41:12",52,0,52,0,0,0,0,52,0,0,0.00,OiX84NDS...,12
912,184361,1001124,"2025-06-03 17:41:12",8,0,8,0,0,0,0,8,0,0,0.00,e1lSV9eY...,4
913,184361,1001125,"2025-06-03 17:41:12",1,0,1,0,0,0,0,1,0,0,0.00,e1lSV9eY...,4
914,184362,1001134,"2025-06-03 17:41:12",9,0,9,0,0,0,0,9,0,0,0.00,voNeS2VZ...,11
915,184362,1006620,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,voNeS2VZ...,11
916,184408,1001411,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,EuMWyAqP...,10
917,184457,1001723,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,KMVON3kq...,1
918,184457,1001724,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,KMVON3kq...,1
919,184457,1001725,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,KMVON3kq...,1
920,184457,1001726,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,KMVON3kq...,1
921,184468,1001790,"2025-06-03 17:41:12",9,0,9,0,0,0,0,9,0,0,0.00,KMVON3kq...,1
922,184505,1002086,"2025-06-03 17:41:12",8,0,8,0,0,0,0,8,0,0,0.00,OiX84NDS...,12
923,184505,1002087,"2025-06-03 17:41:12",14,0,14,0,0,0,0,14,0,0,0.00,OiX84NDS...,12
924,184505,1002088,"2025-06-03 17:41:12",29,0,29,0,0,0,0,29,0,0,0.00,OiX84NDS...,12
925,184838,1004531,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,8Rs1dOb7...,7
926,184838,1004532,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,8Rs1dOb7...,7
927,184875,1004792,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,KMVON3kq...,1
928,184875,1004793,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,KMVON3kq...,1
929,184875,1009085,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,KMVON3kq...,1
930,184916,1005017,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,yHvMFx1y...,6
931,185081,1006413,"2025-06-03 17:41:12",1,0,1,0,0,0,0,1,0,0,0.00,OiX84NDS...,12
932,185081,1006414,"2025-06-03 17:41:12",4,0,4,0,0,0,0,4,0,0,0.00,OiX84NDS...,12
933,185081,1006417,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,OiX84NDS...,12
934,185443,1009177,"2025-06-03 17:41:12",0,0,0,0,0,0,0,0,0,0,0.00,OiX84NDS...,12
935,160209,981760,"2025-06-07 20:59:55",1373,,1373,,,,,1373,,,,updated_from_actual_data,
936,83867,953879,"2025-06-07 20:59:55",1294,,1294,,,,,1294,,,,updated_from_actual_data,
937,133058,1005192,"2025-06-07 20:59:55",1243,,1243,,,,,1243,,,,updated_from_actual_data,
938,141369,925675,"2025-06-07 20:59:55",1023,,1023,,,,,1023,,,,updated_from_actual_data,
939,69168,900630,"2025-06-07 20:59:55",936,,936,,,,,936,,,,updated_from_actual_data,
940,173523,916712,"2025-06-07 20:59:55",887,,887,,,,,887,,,,updated_from_actual_data,
941,146043,1000041,"2025-06-07 20:59:55",845,,845,,,,,845,,,,updated_from_actual_data,
942,73555,983841,"2025-06-07 20:59:55",835,,835,,,,,835,,,,updated_from_actual_data,
943,84700,956023,"2025-06-07 20:59:55",647,,647,,,,,647,,,,updated_from_actual_data,
944,73555,947972,"2025-06-07 20:59:55",614,,614,,,,,614,,,,updated_from_actual_data,
945,141369,925674,"2025-06-07 20:59:55",587,,587,,,,,587,,,,updated_from_actual_data,
946,60888,960686,"2025-06-07 20:59:55",512,,512,,,,,512,,,,updated_from_actual_data,
947,133058,1005193,"2025-06-07 20:59:55",504,,504,,,,,504,,,,updated_from_actual_data,
948,85972,922328,"2025-06-07 20:59:55",482,,482,,,,,482,,,,updated_from_actual_data,
949,128971,979734,"2025-06-07 20:59:55",457,,457,,,,,457,,,,updated_from_actual_data,
950,112096,989582,"2025-06-07 20:59:55",455,,455,,,,,455,,,,updated_from_actual_data,
951,83867,953880,"2025-06-07 20:59:55",425,,425,,,,,425,,,,updated_from_actual_data,
952,83867,953881,"2025-06-07 20:59:55",415,,415,,,,,415,,,,updated_from_actual_data,
953,83867,953878,"2025-06-07 20:59:55",404,,404,,,,,404,,,,updated_from_actual_data,
954,75225,951488,"2025-06-07 20:59:55",393,,393,,,,,393,,,,updated_from_actual_data,
955,85639,922926,"2025-06-07 20:59:55",347,,347,,,,,347,,,,updated_from_actual_data,
956,138666,925823,"2025-06-07 20:59:55",345,,345,,,,,345,,,,updated_from_actual_data,
957,179651,969081,"2025-06-07 20:59:55",335,,335,,,,,335,,,,updated_from_actual_data,
958,44272,951867,"2025-06-07 20:59:55",326,,326,,,,,326,,,,updated_from_actual_data,
959,91971,942764,"2025-06-07 20:59:55",324,,324,,,,,324,,,,updated_from_actual_data,
960,138666,925825,"2025-06-07 20:59:55",324,,324,,,,,324,,,,updated_from_actual_data,
961,69165,916548,"2025-06-07 20:59:55",306,,306,,,,,306,,,,updated_from_actual_data,
962,72086,964813,"2025-06-07 20:59:55",297,,297,,,,,297,,,,updated_from_actual_data,
963,159614,921229,"2025-06-07 20:59:55",284,,284,,,,,284,,,,updated_from_actual_data,
964,84837,985339,"2025-06-07 20:59:55",283,,283,,,,,283,,,,updated_from_actual_data,
965,43619,981158,"2025-06-07 20:59:55",277,,277,,,,,277,,,,updated_from_actual_data,
966,123423,907041,"2025-06-07 20:59:55",277,,277,,,,,277,,,,updated_from_actual_data,
967,91971,942767,"2025-06-07 20:59:55",272,,272,,,,,272,,,,updated_from_actual_data,
968,129992,961577,"2025-06-07 20:59:55",268,,268,,,,,268,,,,updated_from_actual_data,
969,87538,966120,"2025-06-07 20:59:55",264,,264,,,,,264,,,,updated_from_actual_data,
970,91971,942766,"2025-06-07 20:59:55",246,,246,,,,,246,,,,updated_from_actual_data,
971,135640,983821,"2025-06-07 20:59:55",237,,237,,,,,237,,,,updated_from_actual_data,
972,8417,959642,"2025-06-07 20:59:55",222,,222,,,,,222,,,,updated_from_actual_data,
973,158767,937582,"2025-06-07 20:59:55",215,,215,,,,,215,,,,updated_from_actual_data,
974,6020,951612,"2025-06-07 20:59:55",203,,203,,,,,203,,,,updated_from_actual_data,
975,175182,929846,"2025-06-07 20:59:55",191,,191,,,,,191,,,,updated_from_actual_data,
976,105226,923512,"2025-06-07 20:59:55",190,,190,,,,,190,,,,updated_from_actual_data,
977,14928,901357,"2025-06-07 20:59:55",189,,189,,,,,189,,,,updated_from_actual_data,
978,41554,935589,"2025-06-07 20:59:55",188,,188,,,,,188,,,,updated_from_actual_data,
979,177392,949567,"2025-06-07 20:59:55",176,,176,,,,,176,,,,updated_from_actual_data,
980,141696,976545,"2025-06-07 20:59:55",175,,175,,,,,175,,,,updated_from_actual_data,
981,71059,927311,"2025-06-07 20:59:55",172,,172,,,,,172,,,,updated_from_actual_data,
982,128166,972455,"2025-06-07 20:59:55",172,,172,,,,,172,,,,updated_from_actual_data,
983,69168,900632,"2025-06-07 20:59:55",169,,169,,,,,169,,,,updated_from_actual_data,
984,183531,995328,"2025-06-07 20:59:55",166,,166,,,,,166,,,,updated_from_actual_data,
985,48055,935082,"2025-06-07 20:59:55",160,,160,,,,,160,,,,updated_from_actual_data,
986,141180,968886,"2025-06-07 20:59:55",157,,157,,,,,157,,,,updated_from_actual_data,
987,113165,971597,"2025-06-07 20:59:55",149,,149,,,,,149,,,,updated_from_actual_data,
988,146043,1001098,"2025-06-07 20:59:55",148,,148,,,,,148,,,,updated_from_actual_data,
989,14928,901359,"2025-06-07 20:59:55",143,,143,,,,,143,,,,updated_from_actual_data,
990,69168,900631,"2025-06-07 20:59:55",140,,140,,,,,140,,,,updated_from_actual_data,
991,91971,942765,"2025-06-07 20:59:55",140,,140,,,,,140,,,,updated_from_actual_data,
992,112587,973767,"2025-06-07 20:59:55",138,,138,,,,,138,,,,updated_from_actual_data,
993,142537,951095,"2025-06-07 20:59:55",138,,138,,,,,138,,,,updated_from_actual_data,
994,169763,889719,"2025-06-07 20:59:55",134,,134,,,,,134,,,,updated_from_actual_data,
995,133058,1005194,"2025-06-07 20:59:55",132,,132,,,,,132,,,,updated_from_actual_data,
996,131087,955715,"2025-06-07 20:59:55",130,,130,,,,,130,,,,updated_from_actual_data,
997,174109,922081,"2025-06-07 20:59:55",130,,130,,,,,130,,,,updated_from_actual_data,
998,69165,916551,"2025-06-07 20:59:55",125,,125,,,,,125,,,,updated_from_actual_data,
999,91232,946040,"2025-06-07 20:59:55",121,,121,,,,,121,,,,updated_from_actual_data,
1000,163593,995384,"2025-06-07 20:59:55",117,,117,,,,,117,,,,updated_from_actual_data,
1001,73555,947971,"2025-06-07 20:59:55",116,,116,,,,,116,,,,updated_from_actual_data,
1002,112587,973768,"2025-06-07 20:59:55",115,,115,,,,,115,,,,updated_from_actual_data,
1003,177708,952817,"2025-06-07 20:59:55",112,,112,,,,,112,,,,updated_from_actual_data,
1004,128971,979735,"2025-06-07 20:59:55",109,,109,,,,,109,,,,updated_from_actual_data,
1005,177708,952816,"2025-06-07 20:59:55",109,,109,,,,,109,,,,updated_from_actual_data,
1006,141369,925676,"2025-06-07 20:59:55",105,,105,,,,,105,,,,updated_from_actual_data,
1007,159258,943431,"2025-06-07 20:59:55",105,,105,,,,,105,,,,updated_from_actual_data,
1008,48055,935081,"2025-06-07 20:59:55",102,,102,,,,,102,,,,updated_from_actual_data,
1009,91232,946041,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1010,91232,946043,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1011,91232,946045,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1012,91232,946047,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1013,91232,946049,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1014,91232,946051,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1015,91232,946053,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1016,91232,946055,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1017,91232,946057,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1018,91232,946059,"2025-06-07 20:59:55",100,,100,,,,,100,,,,updated_from_actual_data,
1019,128641,920724,"2025-06-07 20:59:55",99,,99,,,,,99,,,,updated_from_actual_data,
1020,109351,938108,"2025-06-07 20:59:55",97,,97,,,,,97,,,,updated_from_actual_data,
1021,128971,979736,"2025-06-07 20:59:55",97,,97,,,,,97,,,,updated_from_actual_data,
1022,169365,886578,"2025-06-07 20:59:55",97,,97,,,,,97,,,,updated_from_actual_data,
1023,129862,910084,"2025-06-07 20:59:55",95,,95,,,,,95,,,,updated_from_actual_data,
1024,69165,916550,"2025-06-07 20:59:55",90,,90,,,,,90,,,,updated_from_actual_data,
1025,142729,977633,"2025-06-07 20:59:55",90,,90,,,,,90,,,,updated_from_actual_data,
1026,141180,968887,"2025-06-07 20:59:55",88,,88,,,,,88,,,,updated_from_actual_data,
1027,159614,921231,"2025-06-07 20:59:55",87,,87,,,,,87,,,,updated_from_actual_data,
1028,133058,1005190,"2025-06-07 20:59:55",84,,84,,,,,84,,,,updated_from_actual_data,
1029,160209,981759,"2025-06-07 20:59:55",84,,84,,,,,84,,,,updated_from_actual_data,
1030,180452,975508,"2025-06-07 20:59:55",83,,83,,,,,83,,,,updated_from_actual_data,
1031,123423,907043,"2025-06-07 20:59:55",82,,82,,,,,82,,,,updated_from_actual_data,
1032,92466,946017,"2025-06-07 20:59:55",80,,80,,,,,80,,,,updated_from_actual_data,
1033,26985,962599,"2025-06-07 20:59:55",78,,78,,,,,78,,,,updated_from_actual_data,
1034,86373,987522,"2025-06-07 20:59:55",78,,78,,,,,78,,,,updated_from_actual_data,
1035,174109,922080,"2025-06-07 20:59:55",76,,76,,,,,76,,,,updated_from_actual_data,
1036,314,915644,"2025-06-07 20:59:55",75,,75,,,,,75,,,,updated_from_actual_data,
1037,71059,927312,"2025-06-07 20:59:55",75,,75,,,,,75,,,,updated_from_actual_data,
1038,14928,901361,"2025-06-07 20:59:55",74,,74,,,,,74,,,,updated_from_actual_data,
1039,145382,959177,"2025-06-07 20:59:55",74,,74,,,,,74,,,,updated_from_actual_data,
1040,106886,901714,"2025-06-07 20:59:55",70,,70,,,,,70,,,,updated_from_actual_data,
1041,46698,936444,"2025-06-07 20:59:55",69,,69,,,,,69,,,,updated_from_actual_data,
1042,158767,937584,"2025-06-07 20:59:55",63,,63,,,,,63,,,,updated_from_actual_data,
1043,176695,942115,"2025-06-07 20:59:55",62,,62,,,,,62,,,,updated_from_actual_data,
1044,83952,944524,"2025-06-07 20:59:55",61,,61,,,,,61,,,,updated_from_actual_data,
1045,129362,932259,"2025-06-07 20:59:55",61,,61,,,,,61,,,,updated_from_actual_data,
1046,174767,926471,"2025-06-07 20:59:55",60,,60,,,,,60,,,,updated_from_actual_data,
1047,179651,969083,"2025-06-07 20:59:55",60,,60,,,,,60,,,,updated_from_actual_data,
1048,145382,959176,"2025-06-07 20:59:55",59,,59,,,,,59,,,,updated_from_actual_data,
1049,176619,941461,"2025-06-07 20:59:55",59,,59,,,,,59,,,,updated_from_actual_data,
1050,184316,1000694,"2025-06-07 20:59:55",59,,59,,,,,59,,,,updated_from_actual_data,
1051,60888,960687,"2025-06-07 20:59:55",57,,57,,,,,57,,,,updated_from_actual_data,
1052,151573,935796,"2025-06-07 20:59:55",57,,57,,,,,57,,,,updated_from_actual_data,
1053,169365,886577,"2025-06-07 20:59:55",57,,57,,,,,57,,,,updated_from_actual_data,
1054,163286,971593,"2025-06-07 20:59:55",55,,55,,,,,55,,,,updated_from_actual_data,
1055,174767,926472,"2025-06-07 20:59:55",51,,51,,,,,51,,,,updated_from_actual_data,
1056,176021,936333,"2025-06-07 20:59:55",49,,49,,,,,49,,,,updated_from_actual_data,
1057,176019,936326,"2025-06-07 20:59:55",47,,47,,,,,47,,,,updated_from_actual_data,
1058,142537,951096,"2025-06-07 20:59:55",46,,46,,,,,46,,,,updated_from_actual_data,
1059,6020,951613,"2025-06-07 20:59:55",45,,45,,,,,45,,,,updated_from_actual_data,
1060,160894,959266,"2025-06-07 20:59:55",45,,45,,,,,45,,,,updated_from_actual_data,
1061,128971,979737,"2025-06-07 20:59:55",43,,43,,,,,43,,,,updated_from_actual_data,
1062,133058,1005195,"2025-06-07 20:59:55",43,,43,,,,,43,,,,updated_from_actual_data,
1063,147971,950111,"2025-06-07 20:59:55",43,,43,,,,,43,,,,updated_from_actual_data,
1064,163286,971594,"2025-06-07 20:59:55",43,,43,,,,,43,,,,updated_from_actual_data,
1065,44272,951868,"2025-06-07 20:59:55",42,,42,,,,,42,,,,updated_from_actual_data,
1066,44272,951869,"2025-06-07 20:59:55",42,,42,,,,,42,,,,updated_from_actual_data,
1067,175179,929834,"2025-06-07 20:59:55",41,,41,,,,,41,,,,updated_from_actual_data,
1068,145382,959178,"2025-06-07 20:59:55",40,,40,,,,,40,,,,updated_from_actual_data,
1069,60888,960688,"2025-06-07 20:59:55",39,,39,,,,,39,,,,updated_from_actual_data,
1070,105226,923513,"2025-06-07 20:59:55",39,,39,,,,,39,,,,updated_from_actual_data,
1071,176021,936334,"2025-06-07 20:59:55",39,,39,,,,,39,,,,updated_from_actual_data,
1072,43619,981160,"2025-06-07 20:59:55",37,,37,,,,,37,,,,updated_from_actual_data,
1073,81794,996017,"2025-06-07 20:59:55",37,,37,,,,,37,,,,updated_from_actual_data,
1074,169365,886576,"2025-06-07 20:59:55",37,,37,,,,,37,,,,updated_from_actual_data,
1075,172137,971256,"2025-06-07 20:59:55",37,,37,,,,,37,,,,updated_from_actual_data,
1076,71835,954306,"2025-06-07 20:59:55",36,,36,,,,,36,,,,updated_from_actual_data,
1077,73555,947974,"2025-06-07 20:59:55",36,,36,,,,,36,,,,updated_from_actual_data,
1078,146894,996266,"2025-06-07 20:59:55",36,,36,,,,,36,,,,updated_from_actual_data,
1079,105226,923514,"2025-06-07 20:59:55",34,,34,,,,,34,,,,updated_from_actual_data,
1080,84837,985340,"2025-06-07 20:59:55",33,,33,,,,,33,,,,updated_from_actual_data,
1081,21040,1003297,"2025-06-07 20:59:55",32,,32,,,,,32,,,,updated_from_actual_data,
1082,79347,1002630,"2025-06-07 20:59:55",32,,32,,,,,32,,,,updated_from_actual_data,
1083,83952,944525,"2025-06-07 20:59:55",32,,32,,,,,32,,,,updated_from_actual_data,
1084,87538,966123,"2025-06-07 20:59:55",32,,32,,,,,32,,,,updated_from_actual_data,
1085,131087,955716,"2025-06-07 20:59:55",32,,32,,,,,32,,,,updated_from_actual_data,
1086,88735,923372,"2025-06-07 20:59:55",31,,31,,,,,31,,,,updated_from_actual_data,
1087,128166,972456,"2025-06-07 20:59:55",31,,31,,,,,31,,,,updated_from_actual_data,
1088,92876,910094,"2025-06-07 20:59:55",30,,30,,,,,30,,,,updated_from_actual_data,
1089,184505,1002088,"2025-06-07 20:59:55",30,,30,,,,,30,,,,updated_from_actual_data,
1090,6020,951614,"2025-06-07 20:59:55",29,,29,,,,,29,,,,updated_from_actual_data,
1091,124118,977461,"2025-06-07 20:59:55",29,,29,,,,,29,,,,updated_from_actual_data,
1092,176019,936325,"2025-06-07 20:59:55",29,,29,,,,,29,,,,updated_from_actual_data,
1093,86751,1003385,"2025-06-07 20:59:55",28,,28,,,,,28,,,,updated_from_actual_data,
1094,147971,950118,"2025-06-07 20:59:55",28,,28,,,,,28,,,,updated_from_actual_data,
1095,8417,959643,"2025-06-07 20:59:55",26,,26,,,,,26,,,,updated_from_actual_data,
1096,10191,984764,"2025-06-07 20:59:55",26,,26,,,,,26,,,,updated_from_actual_data,
1097,110937,971550,"2025-06-07 20:59:55",26,,26,,,,,26,,,,updated_from_actual_data,
1098,114076,933340,"2025-06-07 20:59:55",26,,26,,,,,26,,,,updated_from_actual_data,
1099,114076,933341,"2025-06-07 20:59:55",23,,23,,,,,23,,,,updated_from_actual_data,
1100,133058,1005191,"2025-06-07 20:59:55",23,,23,,,,,23,,,,updated_from_actual_data,
1101,48055,935084,"2025-06-07 20:59:55",22,,22,,,,,22,,,,updated_from_actual_data,
1102,163035,949454,"2025-06-07 20:59:55",22,,22,,,,,22,,,,updated_from_actual_data,
1103,11018,993993,"2025-06-07 20:59:55",20,,20,,,,,20,,,,updated_from_actual_data,
1104,84837,985341,"2025-06-07 20:59:55",20,,20,,,,,20,,,,updated_from_actual_data,
1105,35045,1002092,"2025-06-07 20:59:55",19,,19,,,,,19,,,,updated_from_actual_data,
1106,84837,985342,"2025-06-07 20:59:55",19,,19,,,,,19,,,,updated_from_actual_data,
1107,85972,922329,"2025-06-07 20:59:55",19,,19,,,,,19,,,,updated_from_actual_data,
1108,21040,1003296,"2025-06-07 20:59:55",18,,18,,,,,18,,,,updated_from_actual_data,
1109,128971,979740,"2025-06-07 20:59:55",18,,18,,,,,18,,,,updated_from_actual_data,
1110,133015,950481,"2025-06-07 20:59:55",17,,17,,,,,17,,,,updated_from_actual_data,
1111,109272,964197,"2025-06-07 20:59:55",16,,16,,,,,16,,,,updated_from_actual_data,
1112,144160,935587,"2025-06-07 20:59:55",16,,16,,,,,16,,,,updated_from_actual_data,
1113,164667,887768,"2025-06-07 20:59:55",16,,16,,,,,16,,,,updated_from_actual_data,
1114,86294,945653,"2025-06-07 20:59:55",15,,15,,,,,15,,,,updated_from_actual_data,
1115,159614,921230,"2025-06-07 20:59:55",15,,15,,,,,15,,,,updated_from_actual_data,
1116,174767,926473,"2025-06-07 20:59:55",15,,15,,,,,15,,,,updated_from_actual_data,
1117,184505,1002087,"2025-06-07 20:59:55",15,,15,,,,,15,,,,updated_from_actual_data,
1118,87538,966122,"2025-06-07 20:59:55",14,,14,,,,,14,,,,updated_from_actual_data,
1119,183531,995329,"2025-06-07 20:59:55",14,,14,,,,,14,,,,updated_from_actual_data,
1120,70138,977230,"2025-06-07 20:59:55",13,,13,,,,,13,,,,updated_from_actual_data,
1121,145382,959179,"2025-06-07 20:59:55",13,,13,,,,,13,,,,updated_from_actual_data,
1122,174767,928979,"2025-06-07 20:59:55",13,,13,,,,,13,,,,updated_from_actual_data,
1123,176450,939637,"2025-06-07 20:59:55",13,,13,,,,,13,,,,updated_from_actual_data,
1124,123423,907045,"2025-06-07 20:59:55",12,,12,,,,,12,,,,updated_from_actual_data,
1125,129362,932260,"2025-06-07 20:59:55",12,,12,,,,,12,,,,updated_from_actual_data,
1126,83867,953883,"2025-06-07 20:59:55",11,,11,,,,,11,,,,updated_from_actual_data,
1127,184361,1001124,"2025-06-07 20:59:55",11,,11,,,,,11,,,,updated_from_actual_data,
1128,129362,948898,"2025-06-07 20:59:55",10,,10,,,,,10,,,,updated_from_actual_data,
1129,166710,1007456,"2025-06-07 20:59:55",10,,10,,,,,10,,,,updated_from_actual_data,
1130,81710,975447,"2025-06-07 20:59:55",9,,9,,,,,9,,,,updated_from_actual_data,
1131,146043,1001099,"2025-06-07 20:59:55",9,,9,,,,,9,,,,updated_from_actual_data,
1132,179750,969848,"2025-06-07 20:59:55",9,,9,,,,,9,,,,updated_from_actual_data,
1133,184505,1002086,"2025-06-07 20:59:55",9,,9,,,,,9,,,,updated_from_actual_data,
1134,57702,996513,"2025-06-07 20:59:55",8,,8,,,,,8,,,,updated_from_actual_data,
1135,113717,889647,"2025-06-07 20:59:55",8,,8,,,,,8,,,,updated_from_actual_data,
1136,163593,995385,"2025-06-07 20:59:55",8,,8,,,,,8,,,,updated_from_actual_data,
1137,184050,998929,"2025-06-07 20:59:55",8,,8,,,,,8,,,,updated_from_actual_data,
1138,176695,942116,"2025-06-07 20:59:55",7,,7,,,,,7,,,,updated_from_actual_data,
1139,62835,907463,"2025-06-07 20:59:55",6,,6,,,,,6,,,,updated_from_actual_data,
1140,133402,991645,"2025-06-07 20:59:55",6,,6,,,,,6,,,,updated_from_actual_data,
1141,144160,935588,"2025-06-07 20:59:55",6,,6,,,,,6,,,,updated_from_actual_data,
1142,159760,950051,"2025-06-07 20:59:55",6,,6,,,,,6,,,,updated_from_actual_data,
1143,184050,998930,"2025-06-07 20:59:55",6,,6,,,,,6,,,,updated_from_actual_data,
1144,184050,998932,"2025-06-07 20:59:55",6,,6,,,,,6,,,,updated_from_actual_data,
1145,41554,935590,"2025-06-07 20:59:55",5,,5,,,,,5,,,,updated_from_actual_data,
1146,46698,936445,"2025-06-07 20:59:55",5,,5,,,,,5,,,,updated_from_actual_data,
1147,151545,973186,"2025-06-07 20:59:55",5,,5,,,,,5,,,,updated_from_actual_data,
1148,163593,995386,"2025-06-07 20:59:55",5,,5,,,,,5,,,,updated_from_actual_data,
1149,174109,922083,"2025-06-07 20:59:55",5,,5,,,,,5,,,,updated_from_actual_data,
1150,176384,938913,"2025-06-07 20:59:55",5,,5,,,,,5,,,,updated_from_actual_data,
1151,44272,951870,"2025-06-07 20:59:55",4,,4,,,,,4,,,,updated_from_actual_data,
1152,113717,889648,"2025-06-07 20:59:55",4,,4,,,,,4,,,,updated_from_actual_data,
1153,123423,907042,"2025-06-07 20:59:55",4,,4,,,,,4,,,,updated_from_actual_data,
1154,165742,991873,"2025-06-07 20:59:55",4,,4,,,,,4,,,,updated_from_actual_data,
1155,180428,975281,"2025-06-07 20:59:55",4,,4,,,,,4,,,,updated_from_actual_data,
1156,184050,998931,"2025-06-07 20:59:55",4,,4,,,,,4,,,,updated_from_actual_data,
1157,86294,945656,"2025-06-07 20:59:55",3,,3,,,,,3,,,,updated_from_actual_data,
1158,86845,1005149,"2025-06-07 20:59:55",3,,3,,,,,3,,,,updated_from_actual_data,
1159,113717,889646,"2025-06-07 20:59:55",3,,3,,,,,3,,,,updated_from_actual_data,
1160,165311,935339,"2025-06-07 20:59:55",3,,3,,,,,3,,,,updated_from_actual_data,
1161,138666,925828,"2025-06-07 20:59:55",2,,2,,,,,2,,,,updated_from_actual_data,
1162,151545,1002487,"2025-06-07 20:59:55",2,,2,,,,,2,,,,updated_from_actual_data,
1163,163035,949455,"2025-06-07 20:59:55",2,,2,,,,,2,,,,updated_from_actual_data,
1164,180951,978819,"2025-06-07 20:59:55",1,,1,,,,,1,,,,updated_from_actual_data,
